title,authors,journal,volume,page,year
"Distribution and dispersal capacity of the Ponto-Caspian tubificid oligochaete Potamothrix moldaviensis Vejdovský er Mrázek, 1903 in the Baltic Sea Region","G Milbrink, T Timm",Hydrobiologia,463,93-102,1999
Resource translocation in a marine bryozoan: quantification and visualisation of 14C and 35S,"J Miles, C Harvell, C Griggs, S Elsner",Marine Biology,122,439-445,1995
"Effects of seven diets on the population dynamics of laboratory cultured Tisbe holothuriae Humes (Copepoda, Harpacticoida)","H Miliou, M Moraitou-Apostolopoulou",Meeresuntersuchungen,45,345-356,1991
The nautiloid cephalopods of the Midway Group,"A Miller, M Thompson",<em>Journal of Paleontology,7,298-324,1933
"Medusae, siphonophores, and ctenophores as planktivorous predators in changing global ecosystems",C Mills,ICES (International Council for the Exploration of the Sea) Journal of Marine Science,52,575-581,1995
"A new species of Aglauropsis (Hydrozoa: Limnomedusae) from the northeastern Pacific, with notes on Aglauropsis conantii and Eperetmus typus","C Mills, J Rees, C Hand",Wasmann J. Biol,34,23-42,1976
Mixtures of metals and hydrocarbons elicit complex responses by a benthic invertebrate community,"R Millward, K Carman, J Fleeger, R Gambrell, R Portier",Journal of Experimental Marine Biology and Ecology,310,115-130,2004
Seminarios de Biologia Marinha,A Milstein,,,1-2,1980
"A new species of <i>Lithasia</i> (Gastropoda: Pleuroceridae) from the Buffalo River, Tennessee, USA",R Minton,Nautilus,127,119-124,2013
De la culture artificielle des diatomees. Chapitre III. Culture des diatomees sous le microscope,P Miquel,Le Diatomiste,1,165-172,1893
Late Glacial deposits at Ballyclander near Downpatrick county down,"G F; Mitchell, A Stelfox",Irish Naturalists' Journal,17,19-20,1971
"Responses of the zooplankton to nutrient enrichment of large enclosures in Lake Okaro, New Zealand",S Mitchell,Ergebnisse der Limnologie,32,189-193,1989
Bearbeitung der von H. Schenck in Brasilien gesammelten Algen,", M Möbius",,28,309-347,1889
"Trigonognathus kabeyai, a new genus and species of the squalid sharks from Japan","K Mochizuki, F Ohe",Journal of Ichthyology,36,385-390,1990
"Some Aspects of the Biology of two Copepods: Apocyclops dengizicus and Mesocyclops isabellae from a Pool in Garmat - Ali, Basrah, Iraq","H Mohamed, S Salman, A Abdullah",Journal of Fisheries and Aquatic Sciences,8,239-247,2008
A Sciaenid Swim Bladder with Long Skinny Fingers Produces Sound with an Unusual Frequency Spectrum,"H.-K Mok, S.-C Wu, S Sirisuary, M Fine",Scientific Reports,10,,2020
Two new species of decapods,A Molander,för Zoologi,9,,1914
Zur Binnenmolluskenfauna von Nordchina,O Möllendorff,<em>Jahrbücher der Deutschen Malakozoologischen Gesellschaft,8,33-43,1881
Quelques especes d'Ascidies profondes du bassin du Surinam,"C Monniot, F Monniot",Mus. natn. Hist. nat,269,663-670,1976
Ascidies littorales de Guadeloupe. 5. Polycitoridae,F Monniot,Mus. natn. Hist. nat,,999-1019,1983
"A new species of Bostrichobranchus (Ascidiacea, Molgulidae) from the eastern tropical Atlantic",", C Monniot",,1742,42-46,2008
Crustacés en: Contribution à l'étude faunistique de la réserve naturelle du Manampetsa (Madagaskar),T Monod,Ann.Sci.Nat,18,449-466,1935
Harpacticoida (Crustacea: Copepoda) from the California Continental Shelf,", P Montagna, R Burgess, F Fiers",,,,1995-09-90
Live Controls for Radiosotope Tracer Food Chain Experiments Using Meiofauna,Paul Montagna,Marine Ecology -- Progress Series,12,43-46,1983
"A new species in the aberrant genus Yulumara (Amphipoda, Colomastigidae) from Tasmania",P Moore,Crustaceana,43,60-64,1982
On Abnormal Conditions of Secondary Deposits when connected with the Somersetshire and South Wales Coal-Basin; and on the age of the Sutton and Southerndown Series,C Moore,Quarterly Journal of the Geological Society of London<,23,449-568,1867
Insterstitial cell in regeneration of Cordylophora lacustris,J Moore,Q. Jl microsc. Sci,93,269-288,1952
Constraints on Phytoplankton Abundance and Cyanotoxin Production in the Tidal Freshwater James River,", B Moretz",,,,2020
The occurrence and distribution of calanoid copepods in the North Pacific,", M Morris",,,,1968
"Observations on and redescription of Meiomenia arenicola Salvini-Plawen, 1985 (Mollusca: Aplacophora), an Interstitial Solenogaster from Fort Pierce, Florida","M Morse, J Norenburg",Biol. SOC. WASH,105,674-682,1992
Description of a new species of simple coral,H Moseley,the Zoological Society of London,1880,41-42,1880
"Euglesa compressa (Bivalvia, Sphaeriidae), native of North America, a ""hidden"" species introduced in Western Europe before 1940",", J Mouthon, M Forcellini, T Van Haaren",,,50-54,2018
Gesellschaft der Wissenschaften in Prag; Vestník Královske ceské spolecnosti náuk. Trida Matematicko-prírodovedecká,A Mrazek,,7,,1902
Pattern formation in the immortal Hydra,W Müller,TIG (Elsev. Trends J.),12,91-96,1996
"A second extant species of Pontophaedusa Lindholm, 1924 (Gastropoda, Pulmonata, Clausiliidae) from Georgia",", L Mumladze, M Szekeres",,30,149-154,2020
"Ganula gadirana n. sp., a new Hygromiidae from Southern Spain (Pulmonata: Helicoidea)","B Munoz, J Almodóvar & Arrébola",Malacologia,41,163-174,1999
"Ceratodoxomysis robustispina, new genus and species of the Tribe Leptomysini (Crustacea: Mysida) from the Timor Sea.-- Bulletin of the National Science Museum",M Murano,Series A: Zoology,29,15-20,2003
Free-living marine nematodes. II. Thoracostoma pacifica n.sp. from the coast of Oregon. <em>Proc. helminth,D Murphy,Soc. Wash,31,106-109,1965
"Parasites of fish from the Great Lakes: a synopsis and review of the literature, 1871-2010","P Muzzall, G Whelan",Lakes Fisheries Commission Miscellaneous Publication,,235-262,2011
New Aptian Astacolus from the Pre-Caspian Depression. <em>Новые роды и виды древних растений и беспозвоночных СССР - New genera and species of ancient plants and invertebrates of the USSR,", E Myatlyuk",,,90-91,1980
Pattern of stigma numbers as a taxonomic character in some didemnid ascidians (Aplousobranchia: Didemnidae),", K Nagaya, E Hirose",,3608,87-93,2013
"A New Species of Rhinergasilus Boeger et Thatcher, 1988 (Copepoda: Ergasilidae) from Gills of Astyanax fasciatus (Cuvier, 1819) (Actinopterygii: Characidae)","R Narciso, H Brandao, G Perbiche-Neves, R Silva",Parasitologica,65,327-334,2020-06
Ekologicheskaya Kharakteristika Rukovodyashchikh Vidov Calanoida Tikhookeanokogo Sektora Yuzhnogo Okeana. Ecological Characteristics of Dominant Species of Calanoida in the Pacific Sector of the Southern Ocean. <em>In: Bonitet Mirovogo Okeana. Bonitation of the World Ocean,A Naumov,Trudy Vserossiiskogo Naucho-Issledovatelskogo Instituta Rybnogo Khozyaistva i Okeanographii (Trudy VNIRO),84,1-2,1973
Sur la synusie du guano des grottes du Banat (Roumanie),"A Negrea, S Negrea","Travaux de l'Institut de Speologie ""Emile Racovitza",10,81-122,1971
"<i>Phricotelphusa sukreei</i>, a new species of arboreal freshwater crab (Crustacea: Brachyura: Gecarcinucidae) from Thailand","P Ng, P Yeesin, R Promdam",Bulletin of Zoology,70,451-460,2022
"The Camptandriidae of Iraq, with description of a new genus and notes on <i>Leptochryseus</i> Al-Khayat & Jones",", P Ng, D Rahayu, M Naser",,2312,1-26,1996
Note sur un Palolo du Tonkin,Cong Nguyen,"Notes, Institut Oceanographie de L'Indochine",16,33-39,1931
"Giong ca Chep Cyprinus Linnaeus, 1758 va mot loai ca moi Cyprinus quidatensis sp","T Nguyen, V Le, T Le, X Nguyen",sinh hoc Bac Truong Son (lan thu hai),,8-15,1999
"Dolichopera macalpini n. sp., a trematode parasite of Australian poisonous snakes",", W Nicoll",,10,290-293,1918
Poecilopsetta beanii (Pleuronectidae): A new record for the East Atlantic,", J Nielsen, J Casey",,32,181-182,2008
The helminth fauna of some benthopelagic fish in the Black Sea,"V Nikolaeva, A Solonchenko",Morya,20,129-166,1970
On some isopods of the families Idoteidae and Sphaeromidae collected from Manora Island,,"the Fourth Pan Indian Ocean Science Congress, section B, Biological Sciences",,261-269,1960
An Introduction to: Millipedes,D Norman,Insecta,1,11-15,2001
"Revision of the <em>Octopus horridus</em> species-group, including erection of a new subgenus and description of two member species from the Great Barrier Reef, Australia","M Norman, J Finn",Systematics,15,13-35,2001
Regeneration of Hydra from the endoderm,D Normandin,"Science, N.Y",132,,1960
"Textilina nov. gen., Textularia Defrance and Spiroplectammina Cushman (Foraminifera)",A Nørvang,Skrifter,15,1-16,1966
,,"Nuovo Giorn. Bot. Ital., n.s",34,,1927
Miocene Stratigraphy: An integrated Approach,"G Odin, A Tateo, F Cosc, M Hunziker",,,209-219,1997
An investigation on carps (Cyprinus carpio L. 1758) which were caught from some freshwaters of Bursa region (Kocadere-Ekinli and Uluabat),M Oguz,Türkiye Parazitoloji Dergisi,15,3-110,1991
Freshwater Ostracoda from Japan. 1. Two species of the genus Dolerocypris Kaufmann,I Okubo,Research Bulletin of Shujitsu Junior College,1,41-60,1900
"A monograph of Turbellaria (Acoela, Rhabdocoela, Alloecoela and Tricladida) of Japan and its adjacent regions",K Okugawa,"Kyoto Gakugei Univ., Ser.B",3,20-43,1953
Hydrozoan nematocytes send and receive synaptic signals induced by mechanochemical stimuli,"D Oliver, M Brinkmann, T Sieger, U Thurm",Journal of Experimental Biology,211,2876-2888,2008
A new species of Taylorius (Bryozoa: Escharinidae) from the east coast of South Africa,"J.-C Oliver, W Florence",African Natural History,12,1-4,2016
"A review of the cucumariid genus Psolidiella Mortensen (Echinodermata, Holothuroidea)",P O'loughlin,Memoirs of Museum Victoria,58,25-37,2000
Chemical Communication in Crustaceans,"K Olsén, K ; ).N",,,507-529,2011
Dynamics of the zooplankton populations in the Albufera of Valencia and its relationships with environmental parameters,R Oltra,,,,1982
Comparative investigation of different chemicals on the germination of two aquatic microsporidia,"S Omrani, L Nikoueiyan, M Sedehi",Of Invertebrate Pathology,,,2023-11
Notes on a Collection of Badenian (Middle Miocene) Corals from Hungary in the National Museum of Natural History at Leiden (The Netherlands),A Oosterbaan,Contr. Tert. Quatern. Geol,27,3-15,1990
Quantitative aspects of the unicellular algal population of the Texas bay systems,", C Oppenheimer, E Wood",,15,571-588,1965
Paléontologie française - Terrains crétacés - Tome 5,A Orbigny,Bryozoaires,5,249-264,1852
Devonian). 3rd European Ostracodologists Meeting,A Orlov,,,,1964
Una nueva especie de <i>Doto</i> del Norte de Espana,J Ortea,de la Facultad de Ciencias de la Universidad de Oviedo 10x aniversario de la Secc. Biológica,17,389-392,1978
"Nuevas especies de <i>Granulina</i> Jousseaume, 1888 (Cystiscidae), dan visibilidad a los concejos del suroccidente de Asturias incluidos en la Ruta del Kilovatio",", J Ortea",,31,15-20,2023
"Contribución al estudio de los anfípodos (Crustacea, Peracarida), República Popular de Mozambique","M Ortiz, S Silva",de Investigaciones Marinas,11,179-181,1990
The identity of <i>Raymunida elegantissima</i> (Crustacea: Decapoda: Anomura: Galatheidae) and description of a closely related new species from Japan,M Osawa,Diversity,10,85-104,2005
"A new decapod crustacean assemblage from the lower Aptian of La Cova del Vidre (Baix Ebre, province of Tarragona, Catalonia)","À Ossó, B Van Bakel, F Ferratges-Kwekel, J Moreno-Bedmar",<em>Cretaceous Research,92,94-107,2018
Brood chambers constructed from spines in fossil and Recent cheilostome bryozoans,"A Ostrovsky, P Taylor",Zoological Journal of the Linnean Society,144,317-361,2005
"A new species of freshwater prawn, Macrobrachium platycheles (Decapoda: Caridea: Palaemonidae) from Singapore and Peninsular Malaysia","A Ou, D Yeo",Raffles Bulletin of Zoology,43,299-308,1995
"Two new species of Annelida, Polychaeta from Peter the Great Bay of the Japan Sea]",A Ozolinsh,Zoologicheskii zhurnal,69,131-135,1990
"Les Cypraeoidea (Mollusca, Caenogastropoda) du Priabonien (Eocène supérieur) de Dnipro (Oblast de Dnipropetrovsk, Ukraine). Partie 2: Ovulidae (le genre <i>Projenneria</i> Dolin, 1997)",J Pacaud,Taxonomy,,11-21,2018
Soft bottom polychaetes of the Abrolhos Bank,Paulo Paiva,RAP Bulletin of Biological Assessment,38,87-90,2005
"Phylogeny of the genus <i>Pinnixa</i> White, 1846 (Crustacea, Brachyura, Pinnotheridae) and allies inferred from mitochondrial and nuclear molecular markers, with generic reassignment of twenty-one species",", E Palacios Theil, D Felder",,42,85-103,2020
Notes on Turkish Mentissoideinae with description of three new taxa (Gastropoda: Pulmonata: Clausiliidae),B Páll-Gergely,Journal of Conchology,40,259-268,2010-08
First record of shared species of Late Permian small foraminiferids in Australia and Russia: time correlations and plate reconstructions,"V Palmieri, C Foster, E Bondareva",<em>AGSO Journal of Australian Geology & Geophysics,15,359-365,1994
Offshore egg production and vertical distribution of the Centropages furcatus (Copepoda) in the Gulf of California,"R Palomares-García, J Gómez-Gutiérrez, E Kozak, C Franco-Gordo, C Robinson",Hidrobiológica,23,450-455,2013
Recent Trends in Live Feeds for Marine Larviculture: A Mini Review,"Y Pan, H Dahms, J Hwang, S Souissi",Marine Science,9,,2022-03
"A new alien species in the Mediterranean? On the presence of <i>Sirpus monodi</i> Gordon, 1953 (Brachyura, Pirimelidae) in Greece","M Pancucci-Papadopoulou, M Naletaki",<em>Mediterranean Marine Science,8,91-63,2007
"On a new species of pill millipede (Arthrosphaera, Diplopoda) from Madurai, Indien",A Pandian,Zoologischer Anzeiger,176,464-468,1966
Psolidium kharlamenkoi-a new species of holothurian (Holothuroidea: Dendrochirotida: Psolidae) from the Kuril Islands,", E Panina, V Stepanov, A Martynov",,,266-280,2021
Coordinated multiallele allozymic variations of hybridizing GPI isozymes in three sea anemone species of the family Actiniidae,"V Pankova, G Manchenko",Gene Families and Isozymes,36,,2003
In-flight transport of algae and protozoa by selected odonata,"W Parsons, H Schlichting, K Jr",Transactions of the American Microscopical Society,85,520-527,1966
Les lamellibranches non-marins de la zone à <i>Similis-pulchra</i> partie inférieure (Westphalien B Supérieur) de la Belgique,A Pastiels,national de géologie houillère - Publications / Nationaal centrum voor geologie der steenkolenformaties - publicaties,,,1975
"Invertebrate predation and the seasonal dynamics of microcrustacea in the littoral zone of Jack Lake, Nova Scotia",", M Paterson",,,,1991
Distribution and abundance of Antarctic krill ( Euphausia superba ) off East Antarctica (80-150°E) during the Austral summer of 1995/1996,"T Pauly, S Nicol, I Higginbottom, G Hosie, J Kitchener",Milliman J.D. Deep-Sea Research Part II,47,2465-2488,2000
Efficiency of food assimilation by planktonic crustaceans at different trophic conditions,G Pechen-Finenko,Zool. Zh,56,1455-1466,1977
"Emsian (Lower Devonian) Rugose corals of Nevada: Reservoir of systematics and stratigraphic ranges, and reassessment of faunal provincialism","A Pedder, M Murphy",Journal of Paleontology,78,838-863,2004
"Interactions between sea lice (Lepeophtheirus salmonis and Caligus clemensii), juvenile salmon (Oncorhynchus keta and Oncorhynchus gorbuscha) and salmon farms in British Columbia",", C Peet, C Peet",,,,2007
Sur la répartition géographique de quelques Entomostracés dans les Alpes Moyennes françaises,J Pelosse,"C. R. Congr. Socs Sav. Paris, Sect. Sci",1935,160-161,1936
"Descripcion de Paralichthys delfini n. sp., con notas sobre otros lenguados congenericos de Chile (Pleuronectiformes, Bothidae)","G Pequeño, R Plaza",de Biologia Marina,23,159-172,1987
"Acompanhamento da fauna parasitária no repovoamento do tambaqui, Colossoma macropomum (Cuvier, 1818), em lagos de várzea da Amazônia Central",", S Pereira",,,,2001
On Scaldianella simplex (Krause). Stereo-Atlas of Ostracod Shells,", Lee Petersen, R ; Lundin",,19,21-24,1992
poeyi</i>,,de la Saussaye,6,74-76,1836
A new trematode - Zalophotrema lubimowi nov. sp. in the liver of sea lions,"A Petrov, A Tcherkova",Vsesoyuznogo Instituta Gelmintologii,10,26-29,1969
Neue Landschnecken,L Pfeiffer,<em>Zeitschrift für Malakozoologie. Cassel,7,13-15,1850-04
Neue Heliceen,L Pfeiffer,<em>Zeitschrift für Malakozoologie,8,127-128,1852-10
Diagnosen neuer Landschnecken,L Pfeiffer,<em>Malakozoologische Blätter. Cassel (Theodor Fischer),17,141-145,1870-01
,,Pflanzenr. IV,280,,1922
Berichtigung von Berichtigungen,R Philippi,<i>Archiv für Naturgeschichte<,7,339-344,1841
,,Phytotaxa,234,,2015-11-13
,,Phytotaxa,311,,2017-06-23
Proceedings of the 2nd International Conference on Pelagic Biogeography (ICoPB II),"A Pierrot-Bults, M Angel, D Boltovskoy, J Bradford-Grieve, R Haedrich, R Johnson, P Nival, M Omori, V Smetacek, J Thiede",,,380-384,1995-07-14
Two new species of Eutardigrada from Victoria Land,"G Pilato, G Sabella, V Lisi",Antarctica,4317,,2017
"Studies on a brackish-water polychaetous annelid, <i>Marphysa borradailei</i>, sp. n. from Ceylon",T Pillai,Ceylon Journal of Science (Biological Sciences),1,94-106,1958
Pliocene fresh-water fossils of the Kettleman Hills and neighboring Californian oil fields,H Pilsbry,Nautilus,48,15-17,1934
,"H Pilsbry, N Herbert",Nautilus,50,,1936
Effects of eutrophication on size and biomass of crustacean zooplankton in a tropical reservoir,"R Pinto-Coelho, J Bezerra-Neto, C Morais",Journal of Biology,65,325-338,2005
The microbial environment of marine deposit-feeder guts characterized via microelectrodes,"C Plante, P Jumars",<em>Microbial Ecology,23,257-277,1992
"The life history of a drancunculoid, Philonema oncorhynchi, in Oncorhynchus nerka","E Platzer, J Adams",Journal of Zoology,45,31-43,1967
Biodiversity of rotifers in urban water reservoirs of Southern Poland,"A Pociecha, E Wilk-Wozniak, W Mróz, I Bielanska-Grajner, J Gadzinowska, E Walusiak",Oceanological and Hydrobiological Studies,44,335-342,2015
"A monograph of the pill-millipedes (Zephroniidae) inhabiting India, Ceylon, and Burma. Part II",R Pocock,Journal of the Bombay Natural History Society,12,465-474,1898
Essai de bilan du transfert de l'azote dans le Bassin de Chasse d'Ostende. II. Le role du zooplankton dans le cycle de l'azote,J Podamo,Hydrobiological Bulletin,8,1-10,1974
"Interrelationships of vitelline and muscle cells within the vitelline follicles of the blood fluke Aporocotyle simplex (Digenea, Aporocotylidae) and morphological evidence for the modification of vitelline material for eggshell formation","L Poddubnaya, W Hemmingsen, M Bruňanská, D Gibson",<em>Parasitology Research,119,3967-3976,2020
"Revision of Bairdia septentrionalis (Ostracoda, Crustacea) from the Upper Cretaceous of the Netherlands",V Pokorny,Acta Universitatis Carolinae Geologica No,,237-248,1975
A revision of two Australian species of Miliolinella,R Ponder,Journal of Foraminiferal Research,4,126-138,1974
"Pelycidiidae, a new family of archaeogastropod molluscs","W Ponder, S Hall",Nautilus,97,30-35,1983
"Austrochaetilia capeli, new genus and species of chaetiline idoteid (Isopoda) from Port Phillip Bay, Australia",G Poore,<em>Crustaceana,33,113-118,1978
Sydney coral is a worm,Elizabeth Pope,Australian Museum Magazine,9,235-240,1948
"Strongyloidea of animals and man. Cloacinidae, Stephanuridae, Diaphanocephalidae",T Popova,nematodologii,9,,1960
Animal communities of the sea-bottom in Auckland and Manukau barbavos,A Powell,Transactions of the Royal Society of New Zealand,66,354-401,1937
Diversity and trophic relationship in the Indian coastal ecosystem in relation to mesozooplankton,", S Prabhukonkar",,,,2007
"The genus Cyclotella (Bacillariophyta) in Chocktawhatchee Bay, Florida, with special refeence to C. striata and C. choctawhatcheeana sp","A Prasad, J Nienow, R Linvingston",nov. Phycologia,29,418-436,1990
Zur Verbreitung der Potamiden in der Türkei,G Pretzmann,des Naturhistorischen Museums in Wien,86,275-277,1984
Polar Marine Diatoms,"J Priddle, R Jordan, L Medlin",,,,1990
"Size-dependent habitat choice in Daphnia galatea Sars and size-structured interactions among zooplankton in a subarctic lake (lake Lombola, Norway)",R Primicerio,Aquatic Ecology,37,107-122,2003
Ordnung Blattoptera (Schaben),K Princis,Bestimmungsbücher zur Bodenfauna Europas,3,1-50,1965
,,Prodr,5,,1836
A supranational E.I.S. - Project: Mapping of the small freshwater mussels (Sphaeriidae) in N-Europe,"T Proschwitz, K Ökland, J Knudsen, L Koli, J Kuiper, I Valovirta",der Deutschen Malakozoologischen Gesellschaft,48,5-10,1991
"Estructura de la taxocenosis de crustáceos planctónicos de los lagos Rivadavia y Mosquito (Chubut, Argentina)",A Puig,"Tankay, Tucumán",1,113-115,1994
An ecological study of the beach and the dock at Portishead,R Purchon,"Proc. Bristol Nat. Soc., ser",4,311-329,1938
Dallas meeting of the American Association for the Advancement of Science,"L Quam, H Porter",,,,1968
Abstracts of Papers Presented at the Second English Language International Symposium of the Russian Society of Nematologists,M Radivojevic,,6,,1997-08-30
"A relationship between wind, plankton distribution and haddock brood strength",K Rae,Bulletin of Marine Ecology,4,1-7,1957
"Exploring the shell-based taxonomy of the Sri Lankan land snail Corilla H. and A. Adams, 1855 (Pulmonata: Corillidae) using mitochondrial DNA","D Raheem, K Breugelmans, C Wade, F Naggs, T Backeljau",Phylogenetics and Evolution,107,609-618,2017
"Psilorhynchus gracilis, a new cyprinoid fish from the Gangetic lowlands",W Rainboth,of the California Academy of Sciences (Series,4,67-76,1983
"Zooplankton seasonal abundance in relation to physico-chemical features in Yelahanka Lake, Bangalore",S Ramakrishna,Global Journal For Research Analysis,3,218-219,2014
memoriam. Revue Algologique,", L Rampi",,,285-289,1875
First International Conference on Copepoda,"Ranga Reddy, Y Radhakrishna",,,,1981-08-28
Caratteristiche idrogeochimiche e popolamenti di copepodi e cladoceri in tre vaschette di corrosione nel Carso triestino,"F Ranzoli, L Rottini-Sandrini, & Stolfa","Atti dell'Accademia delle Scienze dell'Istituto di Bologna, Rendiconti Classe di Scienze Fisiche",13,30-1979,1979
Recent changes in abundance and cell size of pelagic diatoms in the North American Great Lakes,", E Reavie, R Barbiero",,127,,2013
Tachidius incisipes Klie and other harpacticoids from Northwestern Canada (Crustacea: Copepoda),E Reed,Proceedings of the Biological Society of Washington,103,1-27,1990
Bemerkenswerte Mollusken aus Ostösterreich,"P Reischütz, F Stojaspal",Mitteilungen der Zoologischen Gesellschaft Braunau,1,339-344,1972-12-30
Zur Turbellarienfauna der Ostalpen. Neue und wenig bekannte Vertreter Der Graffilliden und Dalyelliden aus Steiermark und Kaernten,E Reisinger,"Jahrbucher. Abteilung fur Systematik, Geographie und Biologie der Tiere",49,229-298,1924
Ecological replacement of Valanginian agglutinated foraminifera during a maximum flooding event in the Boreal realm (Spitsbergen),"M Reolid, F Rodríguez-Tovar, J Nagy",<em>Cretaceous Research,33,196-204,2012
Taxonomic revision of Brazilian <i>Tethya</i> (Porifera: Hadromerida) with description of four new species,"S Ribeiro, G Muricy",of the Marine Biological Association of the United Kingdom,91,1511-1528,2011
The fishes of the Bangweulu region,,Journal of the Linnean Society of London. Zoology,41,183-217,1943
Localised mixing and heterogeneity in the plankton food web in a frontal region of the Sargasso Sea: implications for eel early life history?,"K Richardson, J Bendtsen, J Christensen, M Adjou, M Lyngsgaard, K Hilligsoe, J Pedersen, T Vang, M Nielsen",Marine Ecology Progress Series,504,91-107,2014
Berichtigung,F Richters,Zool. Anz,44,,1914
"Agglutinierte Foraminiferen der Gattungen Lituola, Labyrinthidoma und Voloshinovella im Santonium und Campanium Westfalens (Obere Kreide, NW-Deutschland) - Agglutinated foraminifera of the genera Lituola, Labyrinthidoma and Voloshinovella from the Santonian and Campanian of Westphalia (Upper Cretaceous, NW Germany)",W Riegraf,<em>Senckenbergiana lethaea,78,41-89,1998
Notas sobre una excursion por las costas de Gijon,Enrique Rioja,Boletín de la Real Sociedad Española de Historia Natural,17,488-494,1917
Etudes anatomiques sur les amphineures de la Nouvelle-Caledonie,J Risbec,Soc. Ocean,2,129-190,1946
Biennial Report of the Institute of Marine Resources,L Ritchie,University of California,74,39-40,1974
Notification of research-in-progress in an Australian tuna fishery of relevance to the conservation of convention area seabirds,", G Robertson, B Wienecke, K Lawton, B Baker",,,,2005
Non-incrusting chilostomatous Bryozoa of the west coast of North America,A Robertson,of the California Academy of Sciences,3,235-320,1905
Gene frequency distributions as a test of selective neutrality,Alan Robertson,Genetics,81,775-785,1975
"As espécies de «Parthenopidae» que occorem nas costas do Brasil. Parte I (Crustacea, Brachyura). <em>Atas da",H Rodrigues Da Costa,Sociedade de Biologia do Rio de Janeiro,12,143-147,1968
"Lignite mining and stream channelization influences on aquatic macroinvertebrate assemblages along the Natchez Trace Parkway, Mississippi, USA","H Rohasliney, D Jackson",Hydrobiologia,598,149-162,2008
"A new species of whiptail armored catfish, genus Pseudohemiodon (Siluriformes: Loricariidae) from the Orinoco River basin, Llanos region of Colombia and Venezuela","Y Rojas-Molina, F Provenzano-Rizzi, H Ramírez-Gil",Ichthyology,17,,2019
"Aphyosemion nigrifluvi n. sp. une nouvelle espèce de Cyprinodontidae de Guinée (Pisces, Osteichthyes)",R Romand,française d'Aquariologie Herpétologie,9,77-82,1982
"Description of a new species of Bryconamericus (Teleostei, Characidae) from the basin of the Golfo de Paria, northeastern Venezuela. <em>Revista del Museo Argentino de Ciencias Naturales",C Román-Valencia,Bernardino Rivadavia,,209-214,2002-11
Sur les eleocytes de Perinereis cultrifera (Grube),Marc Romieu,Comptes Rendus de l'Académie des Science,173,246-249,1921
Evolution of the Scleractinia in the light of microstructural data,"E Roniewicz, E Morycowa",Forschungsinstitut Senckenberg,164,233-240,1993
"Darwin, coral reefs and global geology",B Rosen,Bioscience,32,519-525,1982
Potential of plant as antiparasite for fish,,Journal of Fisheries and Aquatic Studies,10,147-151,2022
Études progressives sur la géologie de Moscou. Quatrième étude. Cinquième étude,"C Rouillier, A Vosinsky",<em>Bulletin de Ia Société Impériale des Naturalistes de Moscou,22,356-399,1849
How large is a river? The view from a diatom,F Round,Diatom Research,16,105-108,2001
Notes faunistiques sur les Copépodes libres d'eau douce de l'Afrique du Nord,J Roy,des Jeunes Naturalistes,45,,1924
Lista preliminar de Nereidae de Chile,Nicolás Rozbaczylo,Noticiario Mensual,18,3-11,1974
Further species of the opisthobranch genus Okenia (Nudibranchia: Goniodorididae) from the Indo-West Pacific,W Rudman,Zootaxa,695,1-70,2004
"Metazoan fish parasites of Segara Anakan Lagoon, Indonesia, and their potential use as biological indicators","S Rueckert, W Hagen, A Yuniar, H Palm",Environmental Change,9,315-328,2009
"Avian origin of quartz grains in organic rich sediments from Lover’s Lake, Bermuda",B Rueger,Geological Society of America,29,,1997
Temporal and demographic patterns of microcrustacean populations in upland Welsh streams of contrasting pH,S Rundle,<em>Archiv für Hydrobiologie,128,91-106,1993
Coelenterata,F Russell,Marine Biological Association,3,37-69,1957
Bryozoans,", J Ryland",,,1-175,1970
Studies on the bottom deposits and the meiofauna of Shatt Al-Arab and the Arabian Gulf,"M Saad, G Arlt",<em>Cahiers de Biologie Marine,18,71-84,1977
"Eliasopora Bassler (Bryozoa Ctenostomida) en el Carbonico de la Provincia de Chubut, Argentina",N Sabattini,Ameghiniana - revista de la Asociacíon Paleontológica Argentina,19,259-262,1983
Containing an Account of the Subjects of Natural History: ccixi-ccxl,"E Sabine, W Parry",,,1-2,1824
Sinanlı-Samandağ ve Arsuz-İskenderun /Hatay yöresi Miyosen-Pliyosen İstifinin mikropaleontolojik incelemesi ve ortamsal yorumu (in Turkish),"Ü Şafak, D Donat",TPJD Bülteni,26,19-51,2014
"Qualitative and quantitative analyses of benthic foraminifers in Paleocene deep-sea sediments of the Sierra Leone Rise, central Atlantic",P Saint-Marc,Journal of Foraminiferal Research,16,244-253,1986
Étude sur le développement des Annélides,W Salensky,Journal of the Royal Microscopical Society,2,837-839,1885
"Taxonomy of <i>Oceanapia</i> Norman, 1869 (Demospongiae: Haplosclerida: Phloeodictyidae) from the Brazilian coast",", Santos Neto, C Nascimento, E Cavalcanti, T Pinheiro",,4455,,2018
The ostracode subdivision of the Silurian in the Kalvarija boring,L Sarv,Eesti NSV Teaduste Akadeemia Toimetised Geologia,22,88-91,1973
Nymphopsis melidae n. sp. e observações sobre a respiraç_o nos Pantopoda,M Sawaya,"Boletim da Faculdade de Filosofia, Ciências e Letras",12,,1947
The ecological significance of the timing of reproduction and development of pelagic copepods. Ekologicheskaya izmenchivost' temia razmnozheniya i razvitiya pelagicheskikh kopepod,L Sazhina,Biologiya Morya,33,25-1975,1975
